CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full_Name,Age,Income_Bracket
12239,MR.,ALBERTO,RAMOS,6/1/1942,M,M,alberto17@adventure-works.com,30000,1,Bachelors,Clerical,Y,ALBERTO RAMOS,84,Budget
12240,MR.,CLAYTON,SHARMA,12/4/1980,S,M,clayton27@adventure-works.com,10000,0,Partial College,Manual,N,CLAYTON SHARMA,46,Budget
12241,MS.,KRISTINE,SANDBERG,11/6/1979,S,F,kristine21@adventure-works.com,10000,0,Partial College,Manual,N,KRISTINE SANDBERG,47,Budget
12242,MR.,GILBERT,LIANG,2/4/1979,S,M,gilbert14@adventure-works.com,10000,0,Partial College,Manual,N,GILBERT LIANG,47,Budget
12243,MS.,KRISTY,RUBIO,5/18/1980,S,F,kristy19@adventure-works.com,10000,0,Partial College,Manual,N,KRISTY RUBIO,46,Budget
12244,MS.,AMY,HUANG,11/22/1980,M,F,amy13@adventure-works.com,20000,0,Bachelors,Clerical,Y,AMY HUANG,46,Budget
12245,MR.,FRANCISCO,GONZALEZ,11/26/1978,S,M,francisco20@adventure-works.com,10000,0,Partial College,Manual,Y,FRANCISCO GONZALEZ,48,Budget
12246,MR.,SHAWN,LUO,10/12/1979,M,M,shawn8@adventure-works.com,10000,1,High School,Manual,Y,SHAWN LUO,47,Budget
12247,MS.,BRANDY,RAMAN,10/18/1979,S,F,brandy8@adventure-works.com,20000,0,Bachelors,Clerical,Y,BRANDY RAMAN,47,Budget
12248,MR.,DEVIN,TAYLOR,3/14/1978,S,M,devin7@adventure-works.com,10000,1,High School,Manual,N,DEVIN TAYLOR,48,Budget
12249,MR.,JESSIE,CAI,9/16/1978,M,M,jessie27@adventure-works.com,20000,0,Bachelors,Clerical,Y,JESSIE CAI,48,Budget
12250,MRS.,ANDREA,COLLINS,4/8/1977,S,F,andrea26@adventure-works.com,10000,1,High School,Manual,N,ANDREA COLLINS,49,Budget
12251,MR.,TROY,SURI,4/9/1977,M,M,troy0@adventure-works.com,20000,0,Partial College,Manual,Y,TROY SURI,49,Budget
12252,MR.,OMAR,LIU,10/1/1977,M,M,omar4@adventure-works.com,20000,0,Partial College,Manual,N,OMAR LIU,49,Budget
12253,MS.,JENNY,SUN,2/14/1977,S,F,jenny15@adventure-works.com,20000,0,Partial College,Manual,Y,JENNY SUN,49,Budget
12254,MR.,CALVIN,DENG,2/26/1943,S,M,calvin1@adventure-works.com,20000,1,Partial College,Manual,Y,CALVIN DENG,83,Budget
12255,MRS.,ROBYN,ALVAREZ,8/6/1961,S,F,robyn3@adventure-works.com,20000,1,Partial College,Manual,N,ROBYN ALVAREZ,65,Budget
12256,MRS.,WENDY,RAMOS,10/23/1961,M,F,wendy16@adventure-works.com,20000,1,Partial College,Manual,Y,WENDY RAMOS,65,Budget
12257,MR.,ROSS,RUIZ,4/6/1961,M,M,ross22@adventure-works.com,30000,4,Graduate Degree,Clerical,Y,ROSS RUIZ,65,Budget
12258,MRS.,JAMIE,LI,9/27/1961,M,F,jamie5@adventure-works.com,30000,4,Graduate Degree,Clerical,Y,JAMIE LI,65,Budget
12259,MRS.,CINDY,MADAN,4/16/1961,M,F,cindy7@adventure-works.com,30000,4,Graduate Degree,Clerical,Y,CINDY MADAN,65,Budget
12260,MRS.,MELINDA,ROMERO,5/5/1961,M,F,melinda4@adventure-works.com,30000,4,Graduate Degree,Clerical,Y,MELINDA ROMERO,65,Budget
12261,MRS.,KAITLIN,SANCHEZ,10/26/1960,M,F,kaitlin19@adventure-works.com,10000,1,High School,Manual,Y,KAITLIN SANCHEZ,66,Budget
12262,MRS.,MORGAN,SANCHEZ,5/22/1960,M,F,morgan47@adventure-works.com,20000,1,Partial College,Manual,Y,MORGAN SANCHEZ,66,Budget
12263,MR.,EMMANUEL,GARCIA,3/15/1960,S,M,emmanuel13@adventure-works.com,20000,1,Partial College,Manual,N,EMMANUEL GARCIA,66,Budget
12264,MR.,BRUCE,ASHE,2/21/1960,S,M,bruce27@adventure-works.com,20000,1,Partial College,Manual,N,BRUCE ASHE,66,Budget
12265,MR.,ALAN,GUO,7/3/1959,S,M,alan21@adventure-works.com,10000,1,High School,Manual,N,ALAN GUO,67,Budget
12266,MRS.,TIFFANY,LIN,3/17/1959,M,F,tiffany7@adventure-works.com,20000,2,Partial College,Manual,Y,TIFFANY LIN,67,Budget
12267,MR.,CLIFFORD,GARCIA,5/10/1958,S,M,clifford13@adventure-works.com,20000,2,Partial College,Manual,Y,CLIFFORD GARCIA,68,Budget
12268,MR.,EDWIN,SHAN,5/2/1958,M,M,edwin33@adventure-works.com,30000,1,Graduate Degree,Clerical,Y,EDWIN SHAN,68,Budget
12269,MR.,WARREN,ZHENG,6/13/1960,M,M,warren32@adventure-works.com,30000,3,Graduate Degree,Clerical,Y,WARREN ZHENG,66,Budget
12270,MRS.,EBONY,RAMOS,9/9/1960,S,F,ebony38@adventure-works.com,30000,3,Graduate Degree,Clerical,Y,EBONY RAMOS,66,Budget
12271,MR.,TYRONE,HERNANDEZ,9/16/1959,M,M,tyrone3@adventure-works.com,30000,0,Bachelors,Clerical,Y,TYRONE HERNANDEZ,67,Budget
12272,MR.,JUSTIN,ALEXANDER,12/10/1959,M,M,justin16@adventure-works.com,40000,3,Graduate Degree,Clerical,Y,JUSTIN ALEXANDER,67,Budget
12273,MR.,NELSON,CARLSON,10/14/1958,M,M,nelson17@adventure-works.com,30000,1,Bachelors,Clerical,Y,NELSON CARLSON,68,Budget
12274,MR.,JAVIER,TORRES,9/26/1970,S,M,javier6@adventure-works.com,10000,2,High School,Manual,Y,JAVIER TORRES,56,Budget
12275,MS.,ADRIANA,MADAN,6/11/1970,S,F,adriana8@adventure-works.com,20000,0,Partial College,Manual,Y,ADRIANA MADAN,56,Budget
12276,,ALISHA,SHAN,7/13/1970,M,NA,alisha34@adventure-works.com,30000,0,Bachelors,Clerical,Y,ALISHA SHAN,56,Budget
12277,MRS.,BETH,ORTEGA,4/22/1969,S,F,beth24@adventure-works.com,10000,2,High School,Manual,Y,BETH ORTEGA,57,Budget
12278,MRS.,MEREDITH,JOHNSEN,1/6/1969,S,F,meredith28@adventure-works.com,10000,2,High School,Manual,Y,MEREDITH JOHNSEN,57,Budget
12279,MR.,MATHEW,SUAREZ,6/21/1970,M,M,mathew15@adventure-works.com,30000,0,Bachelors,Clerical,Y,MATHEW SUAREZ,56,Budget
12280,MS.,THERESA,ALVAREZ,6/8/1970,M,F,theresa1@adventure-works.com,30000,0,Bachelors,Clerical,N,THERESA ALVAREZ,56,Budget
12281,MS.,JANELLE,SANCHEZ,4/23/1970,M,F,janelle17@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,JANELLE SANCHEZ,56,Budget
12282,MR.,NICOLAS,TANG,1/7/1970,S,M,nicolas2@adventure-works.com,40000,0,Graduate Degree,Clerical,Y,NICOLAS TANG,56,Budget
12283,,TODD,ZENG,8/10/1969,S,NA,todd19@adventure-works.com,20000,0,Partial College,Manual,Y,TODD ZENG,57,Budget
12284,MS.,CRISTINA,BECK,10/2/1969,M,F,cristina17@adventure-works.com,30000,0,Bachelors,Clerical,N,CRISTINA BECK,57,Budget
12285,MRS.,BETHANY,CHANDE,11/28/1969,S,F,bethany18@adventure-works.com,30000,1,Bachelors,Clerical,Y,BETHANY CHANDE,57,Budget
12286,MR.,NATHAN,JENKINS,9/6/1969,S,M,nathan2@adventure-works.com,40000,0,Graduate Degree,Skilled Manual,Y,NATHAN JENKINS,57,Budget
12287,MR.,ANDRE,ARUN,1/1/1952,S,M,andre6@adventure-works.com,10000,3,Partial College,Manual,N,ANDRE ARUN,74,Budget
12288,MRS.,SARA,BROOKS,3/24/1968,M,F,sara2@adventure-works.com,10000,2,High School,Manual,N,SARA BROOKS,58,Budget
12289,MR.,JOSEPH,TAYLOR,3/23/1968,S,M,joseph15@adventure-works.com,10000,2,High School,Manual,Y,JOSEPH TAYLOR,58,Budget
12290,MRS.,KAYLEE,MORRIS,4/25/1968,S,F,kaylee15@adventure-works.com,10000,2,High School,Manual,Y,KAYLEE MORRIS,58,Budget
12291,MR.,JOHNATHAN,SURI,4/19/1944,S,M,johnathan1@adventure-works.com,90000,5,Partial College,Professional,N,JOHNATHAN SURI,82,Mid-Range
12292,MR.,NICOLAS,KUMAR,3/24/1944,M,M,nicolas5@adventure-works.com,130000,3,Bachelors,Management,Y,NICOLAS KUMAR,82,Premium
12293,MRS.,TAMMY,GARCIA,5/17/1944,M,F,tammy15@adventure-works.com,130000,3,Bachelors,Management,Y,TAMMY GARCIA,82,Premium
12294,MR.,SHANE,KOVAR,12/1/1944,M,M,shane7@adventure-works.com,130000,3,Bachelors,Management,Y,SHANE KOVAR,82,Premium
12295,MR.,DWAYNE,GOMEZ,3/21/1945,S,M,dwayne1@adventure-works.com,60000,3,Partial High School,Skilled Manual,Y,DWAYNE GOMEZ,81,Mid-Range
12296,MR.,FRANCISCO,SARA,2/15/1945,M,M,francisco11@adventure-works.com,70000,5,High School,Professional,N,FRANCISCO SARA,81,Mid-Range
12297,MRS.,FELICIA,BLANCO,1/8/1945,S,F,felicia15@adventure-works.com,80000,5,Partial College,Professional,N,FELICIA BLANCO,81,Mid-Range
12298,MRS.,CRYSTAL,ZENG,5/21/1945,S,F,crystal1@adventure-works.com,90000,5,Partial College,Professional,N,CRYSTAL ZENG,81,Mid-Range
12299,MR.,WALTER,SERRANO,6/10/1945,M,M,walter9@adventure-works.com,150000,3,Graduate Degree,Management,N,WALTER SERRANO,81,Premium
12300,,ADRIANA,GONZALEZ,7/18/1946,S,NA,adriana19@adventure-works.com,80000,5,Partial College,Professional,Y,ADRIANA GONZALEZ,80,Mid-Range
12301,MRS.,NICHOLE,NARA,12/5/1946,S,F,nichole16@adventure-works.com,100000,2,Bachelors,Management,Y,NICHOLE NARA,80,Premium
12302,MR.,KEVIN,COLEMAN,3/2/1946,M,M,kevin9@adventure-works.com,100000,2,Bachelors,Management,N,KEVIN COLEMAN,80,Premium
12303,MRS.,KRISTI,ALVAREZ,4/16/1946,M,F,kristi1@adventure-works.com,130000,4,Partial College,Professional,Y,KRISTI ALVAREZ,80,Premium
12304,MR.,ALEJANDRO,ZHOU,6/5/1946,S,M,alejandro11@adventure-works.com,130000,4,Partial College,Professional,N,ALEJANDRO ZHOU,80,Premium
12305,MR.,XAVIER,BAILEY,7/6/1954,M,M,xavier83@adventure-works.com,80000,4,Partial College,Professional,N,XAVIER BAILEY,72,Mid-Range
12306,MR.,LOGAN,PARKER,6/6/1953,M,M,logan27@adventure-works.com,80000,4,Partial College,Professional,Y,LOGAN PARKER,73,Mid-Range
12307,MR.,BRAD,SHE,11/13/1954,M,M,brad1@adventure-works.com,90000,4,High School,Professional,Y,BRAD SHE,72,Mid-Range
12308,MRS.,MARGARET,HE,4/25/1954,M,F,margaret25@adventure-works.com,100000,3,High School,Professional,Y,MARGARET HE,72,Premium
12309,MR.,OMAR,RAJE,10/5/1954,S,M,omar34@adventure-works.com,130000,3,Partial College,Professional,N,OMAR RAJE,72,Premium
12310,MRS.,STACY,MUNOZ,7/11/1954,S,F,stacy8@adventure-works.com,130000,3,High School,Professional,N,STACY MUNOZ,72,Premium
12311,MR.,STANLEY,WEBER,6/19/1954,S,M,stanley4@adventure-works.com,130000,4,High School,Professional,N,STANLEY WEBER,72,Premium
12312,MR.,JAKE,ZHAO,11/10/1953,M,M,jake10@adventure-works.com,100000,3,Bachelors,Management,Y,JAKE ZHAO,73,Premium
12313,MR.,JAIME,CHANDE,6/5/1953,S,M,jaime37@adventure-works.com,100000,3,Bachelors,Management,Y,JAIME CHANDE,73,Premium
12314,MRS.,JILL,SUAREZ,9/20/1953,M,F,jill27@adventure-works.com,110000,2,Bachelors,Management,Y,JILL SUAREZ,73,Premium
12315,MRS.,ANN,RODRIGUEZ,9/19/1953,M,F,ann24@adventure-works.com,130000,4,Partial College,Professional,Y,ANN RODRIGUEZ,73,Premium
12316,MR.,ALEJANDRO,LUO,11/25/1953,M,M,alejandro32@adventure-works.com,130000,5,Partial College,Professional,N,ALEJANDRO LUO,73,Premium
12317,MR.,CARL,SHE,9/24/1953,M,M,carl0@adventure-works.com,150000,2,Bachelors,Management,Y,CARL SHE,73,Premium
12318,MS.,KRISTINA,SCHMIDT,5/3/1953,M,F,kristina10@adventure-works.com,170000,0,Bachelors,Management,N,KRISTINA SCHMIDT,73,Premium
12319,MRS.,SHANNON,YE,7/11/1952,M,F,shannon10@adventure-works.com,90000,4,High School,Professional,Y,SHANNON YE,74,Mid-Range
12320,MRS.,CHERYL,ALVAREZ,6/17/1952,S,F,cheryl6@adventure-works.com,120000,4,Partial College,Professional,Y,CHERYL ALVAREZ,74,Premium
12321,MRS.,ROSA,HU,2/15/1951,M,F,rosa20@adventure-works.com,70000,5,Partial High School,Skilled Manual,Y,ROSA HU,75,Mid-Range
12322,MRS.,KARI,MEHTA,8/2/1951,M,F,kari14@adventure-works.com,80000,4,High School,Professional,Y,KARI MEHTA,75,Mid-Range
12323,MR.,LAWRENCE,ALONSO,1/15/1951,M,M,lawrence6@adventure-works.com,80000,4,High School,Professional,Y,LAWRENCE ALONSO,75,Mid-Range
12324,MR.,DALE,LAL,2/27/1951,S,M,dale7@adventure-works.com,90000,4,High School,Professional,Y,DALE LAL,75,Mid-Range
12325,MRS.,GLORIA,MARTIN,3/18/1951,M,F,gloria3@adventure-works.com,130000,4,High School,Professional,Y,GLORIA MARTIN,75,Premium
12326,MR.,GLENN,ZHOU,2/3/1951,S,M,glenn9@adventure-works.com,170000,0,Partial College,Management,N,GLENN ZHOU,75,Premium
12327,MR.,EDWIN,LIANG,1/18/1950,S,M,edwin17@adventure-works.com,100000,3,Partial College,Management,Y,EDWIN LIANG,76,Premium
12328,MR.,EUGENE,ZHAO,3/18/1950,S,M,eugene14@adventure-works.com,130000,4,High School,Management,N,EUGENE ZHAO,76,Premium
12329,MS.,BONNIE,SHAN,10/23/1950,S,F,bonnie16@adventure-works.com,170000,0,Partial College,Management,N,BONNIE SHAN,76,Premium
12330,MR.,PRESTON,RAMAN,6/21/1949,M,M,preston11@adventure-works.com,100000,3,Partial College,Management,Y,PRESTON RAMAN,77,Premium
12331,MRS.,MEAGAN,CHANDRA,7/17/1948,S,F,meagan2@adventure-works.com,70000,5,Partial High School,Skilled Manual,Y,MEAGAN CHANDRA,78,Mid-Range
12332,MR.,ANDRES,NARA,8/10/1948,M,M,andres14@adventure-works.com,90000,4,High School,Management,Y,ANDRES NARA,78,Mid-Range
12333,MR.,TERRANCE,RODRIGUEZ,11/18/1948,M,M,terrance17@adventure-works.com,90000,4,High School,Management,N,TERRANCE RODRIGUEZ,78,Mid-Range
12334,MR.,ROY,JIMENEZ,8/20/1948,M,M,roy26@adventure-works.com,130000,5,High School,Management,Y,ROY JIMENEZ,78,Premium
12335,MR.,FRANCISCO,ASHE,2/23/1948,S,M,francisco7@adventure-works.com,150000,3,High School,Management,N,FRANCISCO ASHE,78,Premium
12336,MR.,WYATT,PRICE,7/9/1947,S,M,wyatt52@adventure-works.com,130000,5,Graduate Degree,Professional,N,WYATT PRICE,79,Premium
12337,MR.,DUSTIN,GOLDSTEIN,10/9/1975,S,M,dustin20@adventure-works.com,70000,0,Bachelors,Professional,N,DUSTIN GOLDSTEIN,51,Mid-Range
12338,MS.,MONICA,VANCE,7/8/1976,S,F,monica4@adventure-works.com,70000,0,Bachelors,Professional,N,MONICA VANCE,50,Mid-Range
12339,MR.,CLAYTON,JAI,7/8/1976,S,M,clayton29@adventure-works.com,70000,0,Bachelors,Professional,N,CLAYTON JAI,50,Mid-Range
12340,MS.,STACY,DIAZ,11/5/1976,S,F,stacy4@adventure-works.com,70000,0,Bachelors,Professional,Y,STACY DIAZ,50,Mid-Range
12341,MS.,KATIE,KUMAR,9/9/1976,M,F,katie10@adventure-works.com,80000,0,Bachelors,Professional,Y,KATIE KUMAR,50,Mid-Range
12342,MS.,MORGAN,YOUNG,3/9/1975,M,F,morgan22@adventure-works.com,70000,0,Bachelors,Professional,Y,MORGAN YOUNG,51,Mid-Range
12343,MS.,GLORIA,RUIZ,6/4/1974,M,F,gloria4@adventure-works.com,60000,0,Bachelors,Professional,Y,GLORIA RUIZ,52,Mid-Range
12344,MS.,DOMINIQUE,PEREZ,6/2/1975,S,F,dominique18@adventure-works.com,80000,0,Bachelors,Professional,N,DOMINIQUE PEREZ,51,Mid-Range
12345,MS.,ALISON,RAJE,6/27/1975,S,F,alison14@adventure-works.com,80000,0,Bachelors,Professional,Y,ALISON RAJE,51,Mid-Range
12346,MR.,WESLEY,GAO,5/22/1975,S,M,wesley15@adventure-works.com,90000,0,Bachelors,Professional,N,WESLEY GAO,51,Mid-Range
12347,MS.,SUMMER,MADAN,2/21/1975,M,F,summer6@adventure-works.com,90000,0,Bachelors,Professional,N,SUMMER MADAN,51,Mid-Range
12348,MR.,JIMMY,VAZQUEZ,2/24/1974,M,M,jimmy18@adventure-works.com,90000,0,Bachelors,Professional,Y,JIMMY VAZQUEZ,52,Mid-Range
12349,MS.,LACEY,YUAN,7/26/1974,S,F,lacey41@adventure-works.com,90000,0,Bachelors,Professional,Y,LACEY YUAN,52,Mid-Range
12350,MR.,LOGAN,HERNANDEZ,2/25/1973,M,M,logan44@adventure-works.com,90000,0,Bachelors,Professional,Y,LOGAN HERNANDEZ,53,Mid-Range
12351,MS.,CARA,ZHANG,10/2/1973,M,F,cara0@adventure-works.com,100000,0,High School,Management,Y,CARA ZHANG,53,Premium
12352,MR.,RAMON,ZHANG,3/5/1973,M,M,ramon0@adventure-works.com,100000,0,High School,Management,N,RAMON ZHANG,53,Premium
12353,MR.,JOE,RAMOS,10/20/1973,M,M,joe41@adventure-works.com,110000,0,Partial College,Management,N,JOE RAMOS,53,Premium
12354,MR.,LANCE,ORTEGA,8/7/1973,M,M,lance22@adventure-works.com,110000,0,Partial College,Management,N,LANCE ORTEGA,53,Premium
12355,MS.,MONIQUE,ORTEGA,3/23/1973,S,F,monique18@adventure-works.com,120000,0,Partial High School,Professional,Y,MONIQUE ORTEGA,53,Premium
12356,MS.,JULIA,WOOD,8/22/1971,S,F,julia68@adventure-works.com,90000,0,Bachelors,Professional,N,JULIA WOOD,55,Mid-Range
12357,MS.,SUSAN,LU,4/7/1971,S,F,susan21@adventure-works.com,100000,0,High School,Management,Y,SUSAN LU,55,Premium
12358,MS.,LACEY,RAJE,2/26/1970,M,F,lacey4@adventure-works.com,100000,0,Partial High School,Professional,Y,LACEY RAJE,56,Premium
12359,MRS.,VERONICA,RAMAN,2/19/1970,M,F,veronica13@adventure-works.com,130000,5,Graduate Degree,Professional,Y,VERONICA RAMAN,56,Premium
12361,MRS.,DANA,DIAZ,4/1/1971,M,F,dana19@adventure-works.com,160000,4,Partial High School,Management,N,DANA DIAZ,55,Premium
12362,MR.,THOMAS,HARRISON,7/6/1941,S,M,thomas25@adventure-works.com,90000,5,Bachelors,Management,Y,THOMAS HARRISON,85,Mid-Range
12363,MRS.,KAYLA,THOMPSON,12/25/1941,M,F,kayla16@adventure-works.com,110000,2,Graduate Degree,Management,N,KAYLA THOMPSON,85,Premium
12364,MRS.,ERIN,ROGERS,10/28/1941,M,F,erin23@adventure-works.com,130000,2,Bachelors,Management,Y,ERIN ROGERS,85,Premium
12365,MR.,ALEX,EVANS,2/12/1942,M,M,alex27@adventure-works.com,80000,5,Bachelors,Management,N,ALEX EVANS,84,Mid-Range
12366,MRS.,STEPHANIE,COX,7/10/1942,M,F,stephanie16@adventure-works.com,80000,5,Bachelors,Management,Y,STEPHANIE COX,84,Mid-Range
12367,MS.,TRINITY,TOWNSEND,8/22/1973,S,F,trinity4@adventure-works.com,10000,0,Partial High School,Manual,N,TRINITY TOWNSEND,53,Budget
12368,MR.,RODNEY,RUBIO,6/22/1973,S,M,rodney15@adventure-works.com,10000,0,Partial High School,Manual,N,RODNEY RUBIO,53,Budget
12369,MR.,TERRENCE,LAL,10/6/1963,S,M,terrence8@adventure-works.com,60000,4,Bachelors,Professional,N,TERRENCE LAL,63,Mid-Range
12370,MR.,PRESTON,PEREZ,6/27/1963,M,M,preston19@adventure-works.com,60000,3,Bachelors,Professional,Y,PRESTON PEREZ,63,Mid-Range
12371,MRS.,STEFANIE,SUBRAM,2/14/1963,S,F,stefanie10@adventure-works.com,60000,3,Bachelors,Professional,Y,STEFANIE SUBRAM,63,Mid-Range
12372,,DARREN,PRASAD,9/18/1963,S,NA,darren12@adventure-works.com,60000,3,Bachelors,Professional,N,DARREN PRASAD,63,Mid-Range
12373,MR.,ISAAC,GRAY,8/6/1974,S,M,isaac5@adventure-works.com,30000,0,Partial College,Clerical,N,ISAAC GRAY,52,Budget
12374,MS.,MARIE,KAPOOR,3/28/1980,S,F,marie5@adventure-works.com,20000,0,Partial High School,Manual,N,MARIE KAPOOR,46,Budget
12375,MR.,JARROD,RAMAN,2/24/1980,S,M,jarrod12@adventure-works.com,20000,0,Partial High School,Manual,Y,JARROD RAMAN,46,Budget
12376,MS.,HOLLY,PEREZ,4/1/1980,S,F,holly19@adventure-works.com,20000,0,Partial High School,Manual,N,HOLLY PEREZ,46,Budget
12377,MR.,CHRISTOPHER,MILLER,3/14/1980,S,M,christopher6@adventure-works.com,20000,0,Partial High School,Manual,N,CHRISTOPHER MILLER,46,Budget
12378,MS.,BRIANNA,SANCHEZ,8/20/1979,S,F,brianna25@adventure-works.com,30000,0,Partial College,Clerical,Y,BRIANNA SANCHEZ,47,Budget
12379,MS.,BRIDGET,CHANDE,8/19/1978,S,F,bridget17@adventure-works.com,30000,0,Partial College,Clerical,N,BRIDGET CHANDE,48,Budget
12380,MR.,OMAR,YUAN,3/7/1974,S,M,omar26@adventure-works.com,30000,0,High School,Manual,N,OMAR YUAN,52,Budget
12381,MR.,JOHNNY,LAL,2/17/1974,M,M,johnny9@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,JOHNNY LAL,52,Budget
12382,MS.,TAMARA,CHEN,11/11/1972,S,F,tamara33@adventure-works.com,20000,0,Partial High School,Manual,N,TAMARA CHEN,54,Budget
12383,MR.,ALBERT,GOMEZ,4/20/1973,S,M,albert4@adventure-works.com,30000,0,High School,Manual,N,ALBERT GOMEZ,53,Budget
12384,MRS.,JACQUELYN,GUTIERREZ,10/1/1973,M,F,jacquelyn11@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,JACQUELYN GUTIERREZ,53,Budget
12385,MRS.,TARA,RAJI,3/27/1973,M,F,tara22@adventure-works.com,40000,1,Bachelors,Skilled Manual,Y,TARA RAJI,53,Budget
12386,MS.,KATHERINE,PERRY,4/8/1972,S,F,katherine33@adventure-works.com,20000,0,Partial High School,Manual,N,KATHERINE PERRY,54,Budget
12387,MS.,MEREDITH,VAZQUEZ,12/27/1972,S,F,meredith38@adventure-works.com,30000,0,High School,Manual,N,MEREDITH VAZQUEZ,54,Budget
12388,MS.,CASEY,KUMAR,7/19/1972,S,F,casey8@adventure-works.com,30000,0,High School,Manual,N,CASEY KUMAR,54,Budget
12389,MR.,ALBERT,JIMÉNEZ,7/6/1972,S,M,albert8@adventure-works.com,30000,0,High School,Manual,N,ALBERT JIMÉNEZ,54,Budget
12390,MRS.,DENISE,MARTINEZ,9/17/1972,S,F,denise18@adventure-works.com,40000,1,Partial College,Clerical,N,DENISE MARTINEZ,54,Budget
12391,MRS.,OLIVIA,KELLY,2/24/1972,S,F,olivia46@adventure-works.com,40000,2,Partial College,Clerical,Y,OLIVIA KELLY,54,Budget
12392,MS.,NICHOLE,NATH,7/26/1971,S,F,nichole18@adventure-works.com,10000,0,Partial High School,Manual,N,NICHOLE NATH,55,Budget
12393,MS.,BRENDA,SAI,7/16/1971,S,F,brenda9@adventure-works.com,20000,0,Partial High School,Manual,N,BRENDA SAI,55,Budget
12394,MS.,ERIKA,SERRANO,3/13/1971,S,F,erika14@adventure-works.com,20000,0,Partial High School,Manual,N,ERIKA SERRANO,55,Budget
12395,MR.,KYLE,CARTER,4/25/1971,S,M,kyle39@adventure-works.com,30000,0,High School,Manual,Y,KYLE CARTER,55,Budget
12396,MS.,SUSAN,YANG,4/14/1971,S,F,susan14@adventure-works.com,30000,0,High School,Manual,Y,SUSAN YANG,55,Budget
12397,MR.,SHAUN,CHAPMAN,3/14/1970,S,M,shaun17@adventure-works.com,40000,2,Partial College,Clerical,Y,SHAUN CHAPMAN,56,Budget
12398,MRS.,ASHLEY,CLARK,7/12/1971,S,F,ashley20@adventure-works.com,40000,2,Partial College,Clerical,Y,ASHLEY CLARK,55,Budget
12399,MR.,HENRY,CHAPMAN,9/12/1971,S,M,henry4@adventure-works.com,40000,2,Partial College,Clerical,Y,HENRY CHAPMAN,55,Budget
12400,MR.,ANDY,MARTIN,11/12/1971,S,M,andy5@adventure-works.com,40000,2,Partial College,Clerical,Y,ANDY MARTIN,55,Budget
12401,MRS.,KIMBERLY,RIVERA,5/9/1971,S,F,kimberly19@adventure-works.com,40000,2,Partial College,Clerical,Y,KIMBERLY RIVERA,55,Budget
12403,MR.,HENRY,YOUNG,6/18/1971,S,M,henry24@adventure-works.com,40000,2,Partial College,Clerical,Y,HENRY YOUNG,55,Budget
12404,MRS.,KRYSTAL,LIANG,8/10/1971,S,F,krystal17@adventure-works.com,40000,2,Partial College,Clerical,Y,KRYSTAL LIANG,55,Budget
12405,MR.,COLE,SANCHEZ,9/19/1970,S,M,cole18@adventure-works.com,40000,2,Partial College,Clerical,Y,COLE SANCHEZ,56,Budget
12406,MR.,ROSS,GUTIERREZ,1/22/1970,S,M,ross29@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N,ROSS GUTIERREZ,56,Mid-Range
12407,MR.,SHAWN,RAJI,8/27/1970,S,M,shawn23@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y,SHAWN RAJI,56,Mid-Range
12408,MR.,JON,LU,2/5/1970,S,M,jon31@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N,JON LU,56,Mid-Range
12409,MRS.,SAVANNAH,HILL,3/23/1975,S,F,savannah35@adventure-works.com,40000,3,Partial College,Clerical,Y,SAVANNAH HILL,51,Budget
12410,MRS.,MARIAH,RICHARDSON,12/6/1975,S,F,mariah34@adventure-works.com,40000,3,Partial College,Clerical,Y,MARIAH RICHARDSON,51,Budget
12411,MR.,KEVIN,ALEXANDER,10/2/1975,S,M,kevin21@adventure-works.com,40000,3,Partial College,Clerical,Y,KEVIN ALEXANDER,51,Budget
12412,MRS.,MACKENZIE,WRIGHT,10/20/1930,M,F,mackenzie41@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,MACKENZIE WRIGHT,96,Mid-Range
12413,MR.,JAMES,GONZALES,3/7/1966,S,M,james32@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,N,JAMES GONZALES,60,Mid-Range
12414,MR.,ETHAN,LAL,6/21/1966,S,M,ethan25@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,N,ETHAN LAL,60,Mid-Range
12415,MS.,BRIANNA,RICHARDSON,11/2/1966,S,F,brianna36@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,N,BRIANNA RICHARDSON,60,Mid-Range
12416,MS.,VERONICA,MARTINEZ,8/14/1966,S,F,veronica19@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y,VERONICA MARTINEZ,60,Mid-Range
12417,MS.,ALEXIS,BRYANT,11/25/1966,S,F,alexis41@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,Y,ALEXIS BRYANT,60,Mid-Range
12418,MR.,ROBERT,HERNANDEZ,10/24/1953,S,M,robert60@adventure-works.com,20000,2,High School,Manual,N,ROBERT HERNANDEZ,73,Budget
